,0,1,2,3
0,-0.037272677486776096,-1.13996484146139,0.16881596680993793,0.5053347095773529
1,0.3318408377807328,0.953171517834238,-0.042142966360382686,-1.9310783539573164
2,1.2567277986337988,-1.2206279685337904,-0.4030092153541771,-0.6804908686549282
3,-1.002479927234218,0.3283781869107159,0.21109411684405624,0.5871326202725526
4,0.4308347258500677,-0.956099968220177,-2.6828846331897402,0.360977947108124
5,0.23089322037791174,-0.022390086797157004,1.5778904114072194,-0.1854227235965304
6,-0.4430733878503453,0.8724767879013348,-0.5972250834546139,-0.9513176561883862
7,-0.4889921535815567,0.4828425621495854,0.18835002847551552,0.2201400934458309
8,0.6042699401437458,1.7434580173459948,-1.0452099166814983,-2.86052049395009
9,-0.30660040832077967,0.08883248252561286,-0.7191162161087181,-1.2086033621497903
